run_id,latent_dim,metric_name,accumulation_method,value
213,13,rmse_smoothed,mean,0.002810
214,14,rmse_smoothed,mean,0.003181
215,15,rmse_smoothed,mean,0.002132
216,16,rmse_smoothed,mean,0.005244
217,17,rmse_smoothed,mean,0.002069
218,18,rmse_smoothed,mean,0.002514
219,19,rmse_smoothed,mean,0.004185
220,20,rmse_smoothed,mean,0.002841
221,21,rmse_smoothed,mean,0.005338
222,22,rmse_smoothed,mean,0.006033
223,23,rmse_smoothed,mean,0.003188
224,24,rmse_smoothed,mean,0.002882
225,25,rmse_smoothed,mean,0.003227
226,26,rmse_smoothed,mean,0.006275
227,27,rmse_smoothed,mean,0.006657
228,28,rmse_smoothed,mean,0.006262
229,29,rmse_smoothed,mean,0.003767
230,30,rmse_smoothed,mean,0.006242
231,31,rmse_smoothed,mean,0.010236
232,32,rmse_smoothed,mean,0.003840
233,33,rmse_smoothed,mean,0.011795
234,34,rmse_smoothed,mean,0.014291
235,35,rmse_smoothed,mean,0.019491
236,36,rmse_smoothed,mean,0.012456
237,37,rmse_smoothed,mean,0.004939
238,38,rmse_smoothed,mean,0.003372
239,39,rmse_smoothed,mean,0.013454
240,40,rmse_smoothed,mean,0.011130
241,41,rmse_smoothed,mean,0.012527
242,42,rmse_smoothed,mean,0.017792
243,43,rmse_smoothed,mean,0.009735
244,44,rmse_smoothed,mean,0.015417
245,45,rmse_smoothed,mean,0.015258
246,46,rmse_smoothed,mean,0.016541
247,47,rmse_smoothed,mean,0.007294
248,48,rmse_smoothed,mean,0.007993
249,49,rmse_smoothed,mean,0.028310
250,50,rmse_smoothed,mean,0.006709
1,1,rmse_rollout,mean,1.179226
2,2,rmse_rollout,mean,0.772769
3,3,rmse_rollout,mean,0.851353
4,4,rmse_rollout,mean,0.590857
5,5,rmse_rollout,mean,0.355291
6,6,rmse_rollout,mean,0.157485
7,7,rmse_rollout,mean,0.263857
8,8,rmse_rollout,mean,0.206907
9,9,rmse_rollout,mean,0.230912
10,10,rmse_rollout,mean,0.209428
11,11,rmse_rollout,mean,0.371055
12,12,rmse_rollout,mean,0.233267
13,13,rmse_rollout,mean,0.192989
14,14,rmse_rollout,mean,0.186165
15,15,rmse_rollout,mean,0.184601
16,16,rmse_rollout,mean,0.186858
17,17,rmse_rollout,mean,0.177189
18,18,rmse_rollout,mean,0.183374
19,19,rmse_rollout,mean,0.208002
20,20,rmse_rollout,mean,0.174975
21,21,rmse_rollout,mean,0.185646
22,22,rmse_rollout,mean,0.177000
23,23,rmse_rollout,mean,0.192296
24,24,rmse_rollout,mean,0.132201
25,25,rmse_rollout,mean,0.241049
26,26,rmse_rollout,mean,0.217698
27,27,rmse_rollout,mean,0.189528
28,28,rmse_rollout,mean,0.164243
29,29,rmse_rollout,mean,0.226201
30,30,rmse_rollout,mean,0.167030
31,31,rmse_rollout,mean,0.206054
32,32,rmse_rollout,mean,0.258216
33,33,rmse_rollout,mean,0.219061
34,34,rmse_rollout,mean,0.212894
35,35,rmse_rollout,mean,0.190114
36,36,rmse_rollout,mean,0.230918
37,37,rmse_rollout,mean,0.212903
38,38,rmse_rollout,mean,0.313051
39,39,rmse_rollout,mean,0.275814
40,40,rmse_rollout,mean,0.187818
41,41,rmse_rollout,mean,0.176338
42,42,rmse_rollout,mean,0.241434
43,43,rmse_rollout,mean,0.170747
44,44,rmse_rollout,mean,0.182251
45,45,rmse_rollout,mean,0.231266
46,46,rmse_rollout,mean,0.203629
47,47,rmse_rollout,mean,0.216981
48,48,rmse_rollout,mean,0.201467
49,49,rmse_rollout,mean,0.261069
50,50,rmse_rollout,mean,0.168162
51,1,rmse_rollout,mean,0.653952
52,2,rmse_rollout,mean,1.322904
53,3,rmse_rollout,mean,0.559435
54,4,rmse_rollout,mean,0.423730
55,5,rmse_rollout,mean,0.285151
56,6,rmse_rollout,mean,0.249217
57,7,rmse_rollout,mean,0.329599
58,8,rmse_rollout,mean,0.190836
59,9,rmse_rollout,mean,0.277170
60,10,rmse_rollout,mean,0.190634
61,11,rmse_rollout,mean,0.263214
62,12,rmse_rollout,mean,0.188307
63,13,rmse_rollout,mean,0.172342
64,14,rmse_rollout,mean,0.288583
65,15,rmse_rollout,mean,0.252627
66,16,rmse_rollout,mean,0.196736
67,17,rmse_rollout,mean,0.195546
68,18,rmse_rollout,mean,0.179941
69,19,rmse_rollout,mean,0.182571
70,20,rmse_rollout,mean,0.133133
71,21,rmse_rollout,mean,0.193947
72,22,rmse_rollout,mean,0.170810
73,23,rmse_rollout,mean,0.180801
74,24,rmse_rollout,mean,0.173371
75,25,rmse_rollout,mean,0.167214
76,26,rmse_rollout,mean,0.214634
77,27,rmse_rollout,mean,0.227423
78,28,rmse_rollout,mean,0.198772
79,29,rmse_rollout,mean,0.197269
80,30,rmse_rollout,mean,0.176744
81,31,rmse_rollout,mean,0.217495
82,32,rmse_rollout,mean,0.216267
83,33,rmse_rollout,mean,0.175360
84,34,rmse_rollout,mean,0.199879
85,35,rmse_rollout,mean,0.187806
86,36,rmse_rollout,mean,0.152229
87,37,rmse_rollout,mean,0.199823
88,38,rmse_rollout,mean,0.241932
89,39,rmse_rollout,mean,0.200513
90,40,rmse_rollout,mean,0.184551
91,41,rmse_rollout,mean,0.296214
92,42,rmse_rollout,mean,0.189800
93,43,rmse_rollout,mean,0.186902
94,44,rmse_rollout,mean,0.272995
95,45,rmse_rollout,mean,0.215808
96,46,rmse_rollout,mean,0.177039
97,47,rmse_rollout,mean,0.155032
98,48,rmse_rollout,mean,0.283632
99,49,rmse_rollout,mean,0.201783
100,50,rmse_rollout,mean,0.174248
101,1,rmse_rollout,mean,1.173704
102,2,rmse_rollout,mean,0.826281
103,3,rmse_rollout,mean,0.548368
104,4,rmse_rollout,mean,0.396032
105,5,rmse_rollout,mean,0.829930
106,6,rmse_rollout,mean,0.289462
107,7,rmse_rollout,mean,0.241983
108,8,rmse_rollout,mean,0.301125
109,9,rmse_rollout,mean,0.206764
110,10,rmse_rollout,mean,0.176611
111,11,rmse_rollout,mean,0.233299
112,12,rmse_rollout,mean,0.174983
113,13,rmse_rollout,mean,0.227117
114,14,rmse_rollout,mean,0.231100
115,15,rmse_rollout,mean,0.202239
116,16,rmse_rollout,mean,0.182168
117,17,rmse_rollout,mean,0.179433
118,18,rmse_rollout,mean,0.197694
119,19,rmse_rollout,mean,0.220907
120,20,rmse_rollout,mean,0.201155
121,21,rmse_rollout,mean,0.213137
122,22,rmse_rollout,mean,0.227221
123,23,rmse_rollout,mean,0.199343
124,24,rmse_rollout,mean,0.145105
125,25,rmse_rollout,mean,0.284720
126,26,rmse_rollout,mean,0.168944
127,27,rmse_rollout,mean,0.155978
128,28,rmse_rollout,mean,0.148605
129,29,rmse_rollout,mean,0.201127
130,30,rmse_rollout,mean,0.105802
131,31,rmse_rollout,mean,0.169546
132,32,rmse_rollout,mean,0.119799
133,33,rmse_rollout,mean,0.193615
134,34,rmse_rollout,mean,0.168898
135,35,rmse_rollout,mean,0.207470
136,36,rmse_rollout,mean,0.250162
137,37,rmse_rollout,mean,0.188011
138,38,rmse_rollout,mean,0.215413
139,39,rmse_rollout,mean,0.197575
140,40,rmse_rollout,mean,0.208803
141,41,rmse_rollout,mean,0.297533
142,42,rmse_rollout,mean,0.231684
143,43,rmse_rollout,mean,0.146728
144,44,rmse_rollout,mean,0.207780
145,45,rmse_rollout,mean,0.191666
146,46,rmse_rollout,mean,0.302110
147,47,rmse_rollout,mean,0.320310
148,48,rmse_rollout,mean,0.306210
149,49,rmse_rollout,mean,0.383343
150,50,rmse_rollout,mean,0.262720
151,1,rmse_rollout,mean,0.757433
152,2,rmse_rollout,mean,0.686550
153,3,rmse_rollout,mean,1.130261
154,4,rmse_rollout,mean,0.599621
155,5,rmse_rollout,mean,0.194713
156,6,rmse_rollout,mean,0.201458
157,7,rmse_rollout,mean,0.369782
158,8,rmse_rollout,mean,0.398702
159,9,rmse_rollout,mean,0.187463
160,10,rmse_rollout,mean,0.236175
161,11,rmse_rollout,mean,0.202801
162,12,rmse_rollout,mean,0.127588
163,13,rmse_rollout,mean,0.196406
164,14,rmse_rollout,mean,0.222155
165,15,rmse_rollout,mean,0.192080
166,16,rmse_rollout,mean,0.144040
167,17,rmse_rollout,mean,0.172304
168,18,rmse_rollout,mean,0.186058
169,19,rmse_rollout,mean,0.220293
170,20,rmse_rollout,mean,0.211150
171,21,rmse_rollout,mean,0.187493
172,22,rmse_rollout,mean,0.196360
