7.021957349381177660e-02,4.183778791915340745e-01,1.324173487244574843e-01,4.239271942944230348e-02,1.363586257544617264e-01,1.099712707154450603e-01,8.839407109702969445e-02,7.031591946467784238e-02,-1.166508031467234641e-01,-1.588191852945452370e-02
-9.582789542689479356e-02,5.049540678440393206e-03,-4.878821235272563783e-02,-3.142792663777608381e-02,-1.047053225145367777e-01,2.603418033919428169e-03,4.027636820215382829e-02,2.264643816813031660e-02,1.626533742718138387e-01,-9.599946856891632130e-02
-2.459939052811589144e-01,1.478871634061381390e-01,4.383677588232699068e-02,-1.961184944538422736e-01,-2.283035208554758388e-01,-2.792224997254182939e-01,-8.271447297847013547e-02,-1.246243409567795862e-01,5.931244586197443464e-02,-6.220004642617159253e-04
1.560869512273315579e-02,1.078478681957343970e-02,6.491781413347565664e-03,-1.453046337357043749e-01,-1.170152190392647305e-02,7.710455019325170023e-02,-7.194897137635486439e-02,1.242370963949081808e-01,-1.934108458659963559e-01,1.085548168245445005e-01
1.992121679370139065e-01,4.893110679686057396e-01,4.562458711654426846e-02,1.686908321767325789e-02,1.196659905185306627e-01,1.564257336277191934e-01,-1.937853471195148669e-01,5.449309446037441801e-02,8.147495752805909708e-02,-4.702795151536413171e-02
-5.695918943558318792e-02,3.738938405951613975e-02,-1.289894232494295800e-01,2.756364664831129768e-02,2.225623654442630654e-03,1.353793201731841832e-02,-4.215036635710223134e-02,1.906225500993635746e-01,1.114209539171180235e-01,4.790603001676006084e-02
-2.617650029624645214e-01,-9.669548995526308643e-02,-1.584736180508510006e-01,-1.108958446348358162e-01,-1.749311842906301762e-01,-1.269547070113584142e-01,-5.258722526785718915e-02,1.183096142444197973e-01,-1.461413585353776856e-01,-1.768915988362962100e-01
-1.079492574285717682e-01,2.673727635608085240e-01,3.274257138771309583e-02,-2.411994840629575476e-01,-2.220593826060127396e-01,-1.378198134401654451e-01,2.291375407771581788e-02,-1.646279377450753645e-01,2.202290756061272073e-02,1.166960042395544239e-02
-5.394265211044147607e-02,-9.011486148715616706e-02,-4.794765051034321351e-02,5.240459400524031391e-02,-1.163524309998796302e-01,-5.397761621504146290e-02,1.292704377028171536e-01,-1.347502351375682861e-01,-1.000130538032220767e-01,1.569471501951307801e-01
1.042373904819089703e-01,1.393640169357068359e+00,2.299665895431240656e-02,3.693149508352127491e-02,4.994589580268458257e-02,1.398241748372201776e-01,-7.674970284237944695e-02,-2.161091223342940237e-01,-1.866815088280490420e-01,-1.490255946159044498e-01
