-4.563568453140061376e-02,2.314532022782470888e-01,-2.223693953277697810e-01,-1.694751692922788211e-01,2.606644568408771345e-01,2.241053590104230275e-01,-1.043269776285816047e-01,1.262342520797770651e-01,1.150034674776285459e-01,5.420543613430595098e-02,1.639814540597777925e-01,3.040827412077856673e-01,7.544204806207398251e-02,-1.322166432343337972e-01,5.768948738471183640e-02,2.846254744821061222e-01,1.776003712097507792e-01,6.181534474819744968e-03,2.861179591350712093e-01,-3.716559244433672443e-02,-1.967371186586284494e-03,-3.126630129146528141e-03,-2.347230100583913015e-01,4.255136752660888116e-02,9.219946627386950422e-02,-2.059579797268770440e-01,1.843982143406951157e-01,2.421524840912894216e-01,5.016706809333769390e-02,1.562382766851332372e-01
-4.513270176784944798e-02,-4.037683745329512242e-02,5.281551480280044508e-02,2.008754881128048397e-01,5.275587327119151543e-02,-1.662957655860254902e-01,1.922884270971681187e-01,1.366107037883290687e-01,-1.455554117765746336e-02,1.014132978629443543e-01,-8.925888380440024847e-03,-1.199202758849962497e-01,3.901997823567898704e-02,6.448354018223267925e-02,-3.541377097751498282e-02,-2.528494950289522092e-01,1.986120532115064063e-01,-1.007969659331833974e-02,-1.328904240242768930e-01,-5.142254975036839038e-02,6.372806704983400607e-03,1.712180516277945486e-01,1.937125803447613259e-01,6.678558626178732367e-03,2.894558383004192451e-02,1.025768948819062304e-01,-6.148761812639894075e-02,-7.782783503172288619e-02,1.186358056763389401e-01,2.343647317736215763e-01
-1.213825320214072384e-01,-2.221328149469262714e-01,1.346705914192397324e-01,1.874443462826451690e-01,-1.593340045450730713e-01,-1.931307775204982591e-01,3.009953258646861363e-01,1.815575173144701737e-01,1.309371202868039596e-01,9.211445967695346126e-02,2.332777933407859106e-03,-9.883601276757598975e-02,-7.882992726291968011e-02,-4.505721909229742222e-02,2.087829611005859176e-01,-3.104966794311143224e-02,1.914997083876145839e-02,6.123654891650202187e-02,-1.361951675817148488e-01,-2.969495113820029217e-02,-3.424475998119615866e-02,9.845250637000188543e-02,2.557334473248832341e-01,-1.088642980320311676e-01,1.207610609143102698e-01,1.664797644927035192e-01,-1.086442405498704578e-01,-1.810585183274765197e-01,1.456680284636377443e-01,2.276445525466656017e-01
9.560312777263402229e-02,9.438998341507244538e-02,1.710427429355651785e-01,3.630064854085139903e-01,-1.086220334008207722e-01,-3.204509737561509475e-01,3.327820533685126314e-01,-2.306366740605204357e-01,3.223051502690089665e-01,-1.793831318777853734e-01,6.580575504369516604e-02,-1.744652443014545196e-01,3.635851493616060748e-01,-4.780800781095153815e-03,2.806248003276459180e-01,3.005087635638457044e-01,-2.958745052859446667e-01,2.154296192257497411e-01,-1.793088928518645486e-01,-4.474306561106669577e-02,-7.946446874205613520e-02,-1.136853671034684238e-01,3.393045597393551382e-01,-1.027284648114864390e-01,3.242572233261683534e-01,2.440120807892552923e-01,4.450118105230472243e-01,-2.115181326384020510e-01,-1.777359708140087702e-01,-2.454142041757106929e-01
7.289730224372056866e-04,-1.114234660728104925e-01,4.755686111121081722e-02,5.865154843230634824e-02,-1.750678200617925562e-01,1.795983980011683356e-01,2.090958883456765505e-01,1.134456033272522590e-01,-1.898521083105822738e-01,1.269876676739687404e-01,2.653721402895901048e-04,-3.134994482040227154e-02,-3.162995978189098167e-01,1.522502071069245511e-02,-1.423769314385049389e-01,-1.134519273949425311e-01,3.077407520211024594e-01,-3.368650868442908952e-01,7.474495100356663702e-02,3.749754611964137459e-03,-3.975643067344006992e-02,-3.464837478566291928e-02,5.596601289226090653e-02,1.230032767217334871e-01,-2.211269376119994745e-01,1.077225598616721319e-01,-5.762890426515593356e-02,7.258907352176847960e-02,1.289222522338778210e-01,1.683080901360567150e-01
-1.178186915191130196e-01,-4.865200081940410787e-02,2.130427705082297285e-01,1.711681491665166810e-01,-7.312495585919995267e-02,2.903882451486993182e-03,1.578740042460602122e-01,8.356173286267916389e-02,-7.515502194288889437e-02,1.539616082744553471e-01,-7.776760359091931807e-02,7.133188326179949745e-02,-5.389783015429663870e-02,-8.988659500107087225e-03,3.053268104082100184e-02,-3.923163391285115070e-02,1.311426659689169175e-02,-6.320938704443834766e-02,1.119649353678297266e-01,-4.526837182069346627e-02,6.251453585911234678e-02,5.678758103921324740e-02,1.597802539250156029e-01,-5.207579977844836033e-02,6.142997883375179297e-02,1.348306962572907164e-01,-5.775682114690413455e-02,-1.177735612852405245e-01,2.838824556361708717e-01,1.842563233104779208e-01
-9.960684680195225349e-02,-1.348462162128030439e-01,-1.673508849328832204e-01,-7.486566204979629158e-02,4.069936198268452737e-02,1.124798941626470455e-01,3.674443986389014372e-02,-9.227662408418833839e-02,7.416494814533565634e-03,-1.673321221496003874e-01,-8.608760085003944011e-04,2.304695279416943843e-03,-6.238988675652639565e-02,-1.096202865308343460e-01,2.535478279677240085e-02,-5.147522835384371609e-02,-1.530445777166604231e-02,5.006848865783646019e-02,1.125401756203580905e-01,8.506281962337015889e-02,3.690598252386458750e-02,9.413523104495316596e-02,-1.870287412959018361e-02,1.130789511024451049e-01,-2.275325152792792571e-02,4.443126870026160163e-02,-2.333692576591238702e-02,8.146755944915033687e-02,8.097588105001120307e-02,-1.415792573641408147e-01
-4.530042330576703608e-02,1.302100107823633002e-01,6.178539899324819035e-02,2.666767489252807599e-01,7.341429423172693425e-02,-8.345179320077894536e-02,2.936385255397312988e-01,-7.249334818267888503e-02,2.825703716824741196e-01,7.459789048881114437e-02,-6.964145837752987178e-02,-5.712818733282439693e-02,2.771615979313858391e-01,1.045385110808012552e-01,4.837288036164093252e-02,1.564691132332221013e-01,-2.404113932413590726e-01,3.008187931031774953e-01,-1.571430148686387696e-01,-1.735532247313335552e-01,-1.595006145220404792e-01,1.944789596757019387e-02,3.457425817403028123e-01,1.717437447820021126e-02,2.822301104178925879e-01,1.183258782092844325e-01,2.613603794387037160e-01,-9.425785680015254242e-02,-9.421617097361785487e-02,-1.543387273423239281e-01
3.150367928311074289e-02,3.592770221649294743e-02,-1.411822612285031364e-01,8.838441459123417068e-03,1.158871283238577382e-01,1.311194071266185701e-01,6.187942363118063144e-02,-5.347917135655099602e-02,1.900175420777068525e-01,-2.678357989537426612e-02,2.042798658020521067e-03,2.158008874006570321e-01,1.914780972462485908e-01,4.805187300163514530e-02,4.971922081987305980e-02,1.332481361716297830e-01,-2.142288930261200541e-02,2.740055906846985880e-03,1.134144834337369040e-01,-6.799528359490583651e-02,-8.227502414774198747e-02,3.201869106744143628e-02,-1.629325099404307919e-01,-1.009365303726239699e-01,-3.623709525291364791e-03,-5.250665995647546547e-02,3.003976568225581456e-01,2.340456774648620730e-01,-6.229826883892235906e-02,-7.110837457931759413e-03
-6.385473771583001501e-02,-4.547384469309281863e-02,1.388579925016235894e-01,6.987581575264252554e-02,-1.575975541494485932e-01,1.069537427539756641e-01,7.095042783076829784e-02,2.018417291209277098e-01,-5.551570309795212516e-02,2.602981331101014151e-01,1.364888315482666939e-02,5.229849834121487462e-02,-2.055100365499786322e-02,-1.213422349450195455e-02,-5.143866342273362147e-02,-8.457325491028436226e-02,1.673992935624267486e-01,-3.424191837880880690e-02,1.077887178200848534e-01,-1.004590823421202955e-01,-1.916606831101809461e-02,1.512377102471113566e-01,1.928763584928514518e-01,-5.526242518101846107e-02,-5.013178321087340822e-03,2.645974665441085949e-01,-1.804909431333500125e-01,5.254776584124242617e-02,3.037923094192656603e-01,2.259463258891915016e-01
