-1.135873981477503458e-01,-1.281869367738073390e-02,5.266851756876421431e-02,1.540298395234800666e-01,-1.512182773758506960e-01,-2.522827224634877422e-02,1.704632308075870739e-01,-1.824782222700012668e-01,-7.934510765615046535e-02,1.312943688911174522e-01
1.280114936322555505e-02,3.782161445106742570e-01,-4.791354519315102478e-01,-1.739262045619998920e-01,7.899558216827771984e-02,-3.711719124561199679e-02,-3.456080158163441496e-01,-6.634213530587526608e-02,-1.440394494665886427e-01,-2.199655169184893972e-03
6.122956788500232006e-02,-3.618292557582750146e-02,-4.018987942829797821e-02,4.293003203385450245e-02,1.462411864788327187e-01,-7.190889518881096731e-02,-1.111952424282738189e-01,9.584275388107363694e-03,-4.130130484185320916e-02,-1.596494986835976793e-01
-9.460977594695187121e-02,-7.869575944791673550e-02,2.070444508243847737e-01,-1.000298473240786475e-02,4.601326234862762599e-02,5.538194396425973054e-02,1.269255575181388873e-01,1.368207083795918433e-01,-2.570909395015211554e-02,1.308762338427951755e-01
1.507967445008868979e-01,5.102522427385169229e-02,1.114071117196052396e-01,2.191678590417288630e-01,-2.570812614757225084e-02,5.819192900806428176e-02,1.769285958157720273e-01,9.627158883152973912e-02,1.635133148980051632e-02,-3.981805711837989314e-02
2.265832940922895330e-03,2.849919650127107334e-03,4.268047572966360975e-02,1.657472365354455413e-01,1.772791305896811720e-01,-3.685792048711074298e-02,2.437355529312141070e-02,-2.984320405570197246e-02,-4.309469406692403859e-02,1.047358578855140943e-01
2.100500799476182675e-03,9.840281283389107347e-02,1.214579462177073632e-01,3.045944612412760863e-02,1.093904494007101602e-01,3.927408719645514301e-02,-1.104646639674882885e-01,-1.366199341128951708e-02,3.888682188593254457e-02,-1.354173320841666195e-01
4.238196992525385294e-03,1.700873136683772602e-01,1.704590829128846130e-01,1.307828249911696106e-01,6.575323145237026157e-02,1.253626965208381183e-01,1.147734495100507374e-01,-1.587849102854281200e-02,-1.403431504166735289e-01,-1.890225062534700573e-01
4.662166323868769530e-02,1.477798380393375299e-01,-1.678164169474484491e-01,7.572251408962933639e-02,-2.603715548572879332e-02,1.525395830887204878e-03,1.734556939581710089e-01,-1.616182157569233668e-01,1.375590477246224075e-01,-5.791406267203301483e-02
-1.879753343142050726e-01,1.064748022325385235e-01,9.899811330030187928e-02,2.261789080620256291e-03,-7.099529910579954750e-02,-1.245280450531663641e-01,-4.552818672968673291e-02,-7.673131619412132398e-02,-7.640149432199300206e-02,-1.600135073534569019e-01
