1.424811820086944493e-02,1.480706286428129341e-02,1.424811820087915071e-02,1.480706286429099919e-02,8.010201180137524468e-03,8.379369494666185844e-03,6.237427990840366601e-03,6.427179563546078604e-03,3.895006744596316260e-07,4.138795101038517652e-07,9.952921709363022500e-08,9.992655892673587903e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.704923651560211531e-15,9.704923651560211531e-15
1.426480094325287447e-02,1.455762751888917995e-02,1.426480094326299658e-02,1.455762751889930207e-02,8.033590879889834779e-03,8.252448620558809969e-03,6.223974787913331107e-03,6.297305581208653691e-03,7.136720870120725385e-06,7.773575274067521528e-06,9.855457958689668128e-08,9.974184764938782277e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.012136339109271537e-14,1.012136339109271537e-14
1.422564926560206111e-02,1.431690536399482343e-02,1.422564926561243476e-02,1.431690536400519707e-02,8.027766362138545261e-03,8.128274654731411017e-03,6.183933950502017336e-03,6.174022196239431319e-03,1.385088736602534824e-05,1.450858213023814889e-05,9.806559547271521710e-08,9.993089374414851938e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.037431590659211780e-14,1.037431590659211780e-14
1.161766299718336622e-02,1.169876618200375515e-02,1.161766299719513632e-02,1.169876618201552525e-02,6.704201012629296824e-03,6.796664187311597660e-03,4.867051980231362936e-03,4.850358356886587050e-03,4.631113902765690425e-05,5.163770830671953133e-05,9.886529505038700253e-08,1.059294988521210097e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.177017153931986526e-14,1.177017153931986526e-14
1.009997803645585820e-02,1.024281508368787841e-02,1.009997803646823719e-02,1.024281508370025739e-02,5.908679800548950929e-03,6.047723526091111287e-03,4.126042714178981483e-03,4.122876408545096336e-03,6.515008338924391294e-05,7.210548029600617477e-05,1.054383386819709646e-07,1.096687556647782698e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.237831201081465449e-14,1.237831201081465449e-14
7.087505697689221520e-03,7.367853309223091306e-03,7.087505697703480947e-03,7.367853309237350733e-03,4.401938624161098879e-03,4.583679769070757824e-03,2.637897822631079300e-03,2.735334180322566630e-03,4.755700313809850386e-05,4.872642870650876318e-05,1.122477589442257388e-07,1.129311232588157247e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.425951507153536425e-14,1.425951507153536425e-14
6.892617150791404725e-03,7.152671218547016624e-03,6.892617150805611242e-03,7.152671218561223142e-03,4.333512217027576767e-03,4.487899854725137076e-03,2.535626514900391881e-03,2.640098820505718934e-03,2.337102649137803081e-05,2.456514401184078540e-05,1.073923720586079426e-07,1.073993043204755231e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.420639810097510960e-14,1.420639810097510960e-14
6.335278918250018300e-03,6.912998497383490357e-03,6.335278918264046141e-03,6.912998497397518198e-03,3.984362968962000019e-03,4.378199946897627301e-03,2.340473116699481708e-03,2.524601855549203112e-03,1.034318700845903406e-05,1.009575434127303370e-05,9.964558007681622966e-08,1.009405953865614621e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.402744023993226502e-14,1.402744023993226502e-14
6.144877411690618206e-03,6.902844408745730832e-03,6.144877411704719773e-03,6.902844408759832399e-03,3.881691966485042652e-03,4.374466085661424600e-03,2.255833032965230862e-03,2.520707519611852746e-03,7.252008128801276258e-06,7.569610864728948019e-06,1.004041115429735923e-07,1.011926077243916841e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.410145922884603723e-14,1.410145922884603723e-14
6.671550072833877000e-03,6.869598671253526051e-03,6.671550072848015864e-03,6.869598671267664915e-03,4.230730534856937640e-03,4.358595650037328482e-03,2.434479624463176291e-03,2.504705357375255556e-03,6.240414734076166771e-06,6.196910584758844299e-06,9.949877968699461051e-08,1.007532561834640851e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.413904476900836419e-14,1.413904476900836419e-14
5.733469678281514006e-03,6.862795683376608433e-03,5.733469678295665013e-03,6.862795683390759439e-03,3.645736622643125542e-03,4.354010267145038901e-03,2.081321089863430625e-03,2.501973155656571617e-03,6.311332382771700352e-06,6.711734971039062996e-06,1.006333921866258737e-07,1.005256039583914412e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.415067932384594061e-14,1.415067932384594061e-14
6.262694974531274328e-03,6.848852467862013779e-03,6.262694974545511203e-03,6.848852467876250655e-03,3.959262018555289100e-03,4.346620839948881106e-03,2.294142705940286145e-03,2.492587808757797813e-03,9.188806933437616676e-06,9.542400567026516732e-06,1.014431022613412459e-07,1.014185883085135307e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.423706175828290533e-14,1.423706175828290533e-14
6.643348776835739274e-03,6.846801782475512785e-03,6.643348776850007374e-03,6.846801782489780885e-03,4.182753452490041955e-03,4.346850072872845971e-03,2.451027919746996599e-03,2.489336407261245974e-03,9.468908357901480033e-06,1.051422818336690536e-05,9.849624079960976398e-08,1.010741580543457660e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.426791330725129676e-14,1.426791330725129676e-14
