-1.073572085704589119e-01,-2.059587199204769570e-01
-1.415518596258607542e-01,-2.411658127594080714e-01
7.262922315280619101e-02,-2.602371813627366581e-01
-9.159146627787276285e-02,1.236676744117763682e-02
1.606191469075726186e-01,-5.161530419620020266e-02
-3.763562634781673216e-02,7.389181730832868056e-02
1.399271474328132349e-02,1.799096612029370823e-01
-5.821431166616427427e-02,-6.691292647254687420e-02
-1.215761236959875535e-01,-7.541451080292668752e-02
6.372684993906149731e-02,-6.470803613243389374e-02
-2.192502931837820301e-01,8.553060838537418498e-02
-2.059354199177106937e-01,2.501642149067002940e-02
4.603821920205922180e-02,7.244408893976702485e-03
-6.187316846591087161e-02,2.417653220305857331e-01
-5.709427454071112212e-02,1.275690910237249343e-01
3.433779842737134935e-02,-6.216434124277896850e-02
-2.049325092840087459e-02,-2.729028707151104002e-02
-1.082247760250485552e-01,2.280707939667624695e-01
-1.128604075842247756e-01,1.174714665033684130e-01
8.795865642016223451e-02,2.205260206872262652e-01
3.586689105907610309e-02,-7.477366539045533778e-02
7.276987178452397342e-02,-1.602770769922995941e-01
-6.811995221670923140e-02,5.704076179069318686e-02
1.093091587743364318e-01,-8.075042321024890335e-02
2.499297647953135637e-01,-3.548593963283428604e-02
-5.794930757209901251e-02,-5.575471539879947591e-02
7.729464881921574437e-02,2.376445936941987414e-01
-8.127399924331621395e-02,-1.004037935124953290e-01
1.901242242427595708e-01,-1.724494518015884104e-01
2.501518570613252626e-02,3.411612261273033048e-02
