-1.495553566842672821e-01,5.809291348283649598e-02
2.907547489058358581e-01,-9.680156649828723647e-02
-1.550438180027301494e-01,1.415116218544004989e-01
-2.022316460662142990e-01,2.047609202552273799e-01
2.743346209408525360e-01,-2.505705432862783202e-02
1.442048563023200503e-01,-3.731175276044818578e-01
-2.794693020254953586e-01,1.642345507652179792e-01
-1.952250883229991740e-01,-2.040592956271280733e-01
1.598452811257174977e-01,2.248605500822173087e-01
-1.538973414495397596e-01,-1.585390051514036225e-01
-5.374536142275421202e-02,-3.038590322564709359e-02
1.228818049035266119e-01,-1.823644420504951513e-01
2.053986107870195976e-01,3.078323093162386725e-01
-4.102035432040441326e-02,-1.205947436424268382e-01
2.299132083269443405e-01,2.310371881249528025e-01
2.428655437983368304e-01,4.993418657141557998e-02
-1.427778576965919033e-01,-2.683322994650353954e-01
1.233529218457884158e-01,2.884387287596154592e-01
1.071013082540670097e-01,-3.434221744568651813e-01
-1.400861218946505837e-02,-1.852794174546532405e-02
2.913835482917322486e-02,9.218156400563545794e-02
6.296982320054386739e-02,-4.238236082926464393e-02
-2.521595265944700515e-01,2.414041673924416653e-01
1.530903084251466692e-02,-1.318565627224173309e-01
1.223547321224932316e-01,2.823897093231102495e-01
-2.094266642365374964e-01,1.585246016786054923e-01
2.331787167946601236e-01,1.935531850608945559e-01
1.948641456383984616e-01,-2.134046484470516480e-01
-1.889895914650172593e-01,-1.247424906178975501e-01
-3.032301694861009311e-01,-1.972270436524983239e-01
